temperatura_real,temperatura_predicha
20.0,19.89165372558259
18.0,18.004570893842853
17.0,17.00011209683058
16.0,15.981885407193952
16.0,15.969617361801339
14.0,14.086835258845461
14.0,14.013087863067772
12.0,11.954853120243742
12.0,11.989050477266343
10.0,9.988344089846361
8.0,8.025636686661612
8.0,8.021793802971889
8.0,8.01323081347104
9.0,9.018826034431534
9.0,8.991249671426417
11.0,11.063295417894244
13.0,13.112399475573822
17.0,16.945441801374987
20.0,20.01417241439526
21.0,21.063542012374565
22.0,22.01975078566921
22.0,21.960503484102993
22.0,21.95965517710629
22.0,21.96217133424759
21.0,20.978692903175013
20.0,19.88907590420676
17.0,16.890187421496858
15.0,14.899522530758443
15.0,14.914744062290882
14.0,14.007057119606143
13.0,13.025403886349194
13.0,13.02263989184541
13.0,13.018458687605065
13.0,13.01761172261198
13.0,13.017713721784476
13.0,13.017713721784476
13.0,13.016949295803368
13.0,13.016949295803368
13.0,13.016806185900506
14.0,14.036342345708078
14.0,13.883317256093422
15.0,15.045522737676547
16.0,16.032454605975555
16.0,16.051902076645394
17.0,17.03635734751675
17.0,16.981391985462132
17.0,17.016017325091408
17.0,17.01587421518855
15.0,14.968753518536483
14.0,14.009956146096656
14.0,14.006949294372898
12.0,11.954143591225668
12.0,11.989650904406217
12.0,12.013504751781424
12.0,12.012650120230095
12.0,12.012650120230095
11.4,11.431348856093773
10.0,10.003299792135472
10.0,10.008590300871008
9.0,8.999714826056683
9.0,9.010184730161173
10.0,10.002800630993283
10.0,9.945329695149754
12.0,12.03550428280386
14.0,13.919406251217685
15.0,14.787650400900098
17.0,17.11318686394257
19.0,18.80895521956117
21.0,20.91825015934423
22.0,22.011849823800095
22.0,21.954848314018683
22.0,21.954909786065333
20.0,20.06425216166886
20.0,20.167961341441263
19.0,18.998557772532795
16.0,15.961198584626352
16.0,16.106118782759665
15.0,15.01239426788985
14.0,14.009144132546904
14.0,14.008394715456687
14.0,14.042419241933862
13.0,13.015544597073678
13.0,13.020943178079776
12.0,11.962401583044299
12.0,11.989190098921458
12.0,12.012650120230095
12.0,12.012650120230095
14.0,14.268969010845767
16.0,15.943912857783621
18.0,17.99649665207558
19.0,19.0543174525139
20.0,19.935716724893098
22.0,21.998460835844302
21.0,20.81301171520674
22.0,21.99407034252451
22.0,21.95418166874174
22.0,21.947822037849384
21.0,20.978201582040352
18.0,18.02706649947495
17.0,17.005157480676644
17.0,17.065580116795875
16.0,15.990317113516548
16.0,15.970037350645255
15.0,15.012253295949398
15.0,15.004349400501965
13.0,12.887954740676129
13.0,13.025708041725643
12.0,11.962427896550937
12.0,11.990035664089467
12.0,12.012657786788338
13.0,13.130952517037167
14.0,14.01966332458225
14.0,13.88282616971049
16.0,15.936641500186646
18.0,18.005670879431865
19.0,19.054174368464427
21.0,20.922332718796493
21.0,20.98092590801875
20.0,19.913469829906106
20.0,20.09922452947717
19.0,19.003216264394748
18.0,18.002254922787355
18.0,18.001653092030956
15.0,15.019620491050587
16.0,16.117130956550938
14.0,14.095667198029632
14.0,14.015149639579056
14.0,14.045498273116861
13.0,13.015474095479384
13.0,13.020364588783444
13.0,13.018292311080808
13.0,13.017570611881615
13.0,13.017713721784476
12.0,11.96254469294716
13.0,13.021389597487955
14.0,14.01966332458225
16.0,15.946737406097203
17.0,17.027396540919295
19.0,18.809204389407757
20.0,19.932153503044507
20.0,19.982804838835268
20.0,19.976239296673008
20.0,19.978079087397443
20.0,19.967917979368693
19.0,18.998656778319727
18.0,18.00242375173581
18.0,18.001678794948198
18.0,18.01225752069678
17.0,16.997839669465282
16.0,15.983425791159815
15.0,14.965649127614189
15.0,15.008347500207948
13.0,12.892244277400087
12.0,11.965143366248244
12.0,11.991722736194404
11.0,11.000977469868173
10.0,10.000600813219426
9.0,9.00089172692146
12.0,11.771943499851968
14.0,13.96234208608342
17.0,16.961048801301082
19.0,18.812446664607798
19.0,18.992758003865976
20.3,20.312858000203757
23.0,22.973058557912193
22.0,22.15092856086447
21.0,20.961938659337438
21.0,21.054312125710428
19.0,18.975808183516953
18.0,17.97509960273223
18.0,17.999687537336673
17.0,17.0005236415986
15.0,14.913397411299416
15.0,14.919019392898823
15.0,15.014615012821372
15.0,15.01842175789084
13.0,12.88803548340084
12.0,11.965062623523533
12.0,11.989641571441455
10.0,9.993811776243065
10.0,10.008413470780932
11.0,11.055458176859018
11.0,10.883898497967147
13.0,12.957579273460976
15.0,14.966559714781006
17.0,17.108487799550048
19.0,18.80971467272469
21.0,20.918636060142795
21.0,20.98092590801875
22.0,22.011594747246697
22.0,21.954848314018683
22.0,21.954960035936907
21.0,20.978201582040352
21.0,21.032780301584495
20.0,19.919487865781537
17.0,16.89261319443745
17.0,17.05916327496466
16.0,15.988227173387916
15.0,14.966417898566341
14.0,14.009144132546904
13.0,13.023174211415869
13.0,13.021582067329932
13.0,13.019582337413567
12.0,11.962427896550937
12.0,11.989190098921458
11.0,11.000317549198902
13.0,12.775934665073901
15.0,14.985036070277452
15.0,15.008270927122863
15.0,15.04610415689835
17.0,17.099817132405573
19.0,18.80895521956117
20.0,19.931394049880986
20.0,19.982804838835268
20.0,19.976239296673008
20.0,19.97619617883487
20.9,20.988575570167548
19.0,18.995328200078983
18.1,18.337071714071683
17.0,16.935202202793544
17.0,17.1053269610458
16.0,15.989782216629488
13.6,13.84067856606525
12.9,12.918615292982505
12.4,12.446196213427365
10.0,10.013541524424546
11.4,11.201894543973236
8.0,8.022937900297103
8.0,8.031060163568371
9.6,10.262289232791137
8.0,8.032423988896422
8.0,8.026771093236245
12.0,12.107574731365943
17.0,16.645532935994684
19.0,18.812571640374582
20.0,19.932153503044507
22.0,21.99770138268078
22.0,21.95423402560446
23.0,22.989306096736005
22.0,22.2140720782027
21.0,20.95531929275332
19.0,18.955700043616847
17.0,17.151196135119577
17.0,17.025001110848272
16.0,15.989338373209959
15.0,14.966417898566341
14.0,14.008870405609848
14.0,14.006453101105532
12.0,11.953869864288611
11.0,11.002365390109837
11.0,11.039984159787762
10.0,10.000023892886414
9.0,9.000617999984403
10.0,9.930946159706737
10.0,9.944838608766823
12.0,12.03945190148149
14.0,13.888213629824266
18.0,17.999314596461193
19.0,19.05693663486271
21.0,20.922332718796493
21.0,20.98092590801875
22.0,22.011594747246697
22.0,21.954848314018683
22.0,21.954463957445657
22.0,21.947822037849384
19.0,19.072492489724407
18.0,17.96884578330256
16.0,15.947241151356975
16.0,16.118165917287314
13.0,12.970989359843179
12.0,11.967467257512775
12.0,11.99661366882232
12.0,12.017943078132058
12.0,12.012941329484988
11.0,11.00096980330993
11.0,11.040250956130718
10.0,10.00046655099775
10.0,10.008279208559255
10.0,10.027073351397283
12.0,12.038517844941863
14.0,13.891847978266421
16.0,15.961091480170104
18.0,18.005670879431865
20.0,20.032993405328522
20.0,19.978904147091608
23.0,22.98318635083993
23.0,23.00449090426994
22.0,21.95163665790958
21.0,20.95531929275332
21.0,21.046406988514374
18.0,18.101022611533658
17.0,16.995327059143968
15.0,14.911435363560297
14.0,14.013746912938247
13.0,13.025403886349194
11.0,11.02341044849681
10.0,9.995468324763067
8.0,8.025084415863372
8.0,8.021793802971889
8.0,8.01323081347104
7.0,7.015558596166857
7.0,7.009238526615327
9.0,9.074550456245364
11.0,10.846181083179497
14.0,13.962117460475516
16.0,15.760791789724706
19.0,18.99643571683429
21.0,20.925476061261953
22.0,22.012341144934755
22.0,21.960503484102993
23.0,22.99498885325922
22.0,22.21349242877426
22.0,21.99224623348809
20.0,20.0601656102
20.0,20.154334654511384
18.0,18.025757021090865
18.0,17.996876743044247
16.0,15.943439089065315
16.0,16.118140214370072
14.0,14.086835258845461
12.0,11.959653938930911
12.0,11.991542867167283
11.0,11.002365843139424
10.0,10.000905675578702
10.0,10.008004745658056
10.0,10.026252859151251
10.0,10.026404795848071
13.0,13.007683898405075
16.0,15.755379519092331
18.0,18.006105302439433
20.0,20.03275058857943
22.0,21.993741908843894
23.0,22.992043056744663
24.0,23.98653913836352
24.0,23.9952417228571
23.0,23.013812938778855
21.0,20.972121516242826
20.0,20.067540951849892
20.0,20.064284015312637
18.0,18.026079432035736
17.0,17.000667280764613
17.0,17.062919591553616
15.0,14.980307529748572
15.0,14.914744062290882
14.0,14.006567700261877
13.0,13.024632776161607
13.0,13.022645803463515
10.0,9.995061519178734
10.0,10.010414133794391
10.0,10.027985150834045
9.0,9.00136090651275
12.0,11.849478154041991
14.0,13.980944477237875
17.0,16.98362521292704
19.0,18.812383297977178
21.0,20.924424237002103
22.0,22.01802390145797
23.0,22.98980989951656
23.0,23.008189428113866
22.0,21.971011411452942
21.0,20.95581061388798
20.0,19.889341597821748
18.0,18.01948399288663
17.0,16.999879095088733
16.0,15.982405782461944
15.0,14.9649366391903
14.0,14.008152835200612
13.0,13.023922626973153
11.0,11.012926585696356
9.0,8.998464398838136
9.0,9.00140083947219
7.0,7.010226462882002
7.0,7.006729235186915
7.0,7.056481930435342
8.0,8.067333400255746
10.0,9.951791752109957
12.0,11.992506890612662
15.0,15.01161573260584
18.0,18.052368065114273
20.0,20.035844568294497
22.0,21.99942466536711
23.0,22.994045768704353
23.0,23.008189428113866
22.0,21.95225412185865
21.0,20.95581061388798
20.0,19.889341597821748
20.0,20.07174767708237
18.0,18.025559056767747
18.0,17.996876743044247
16.0,15.943439089065315
14.0,14.093628343480326
12.0,11.959794910871363
12.0,11.991542867167283
10.0,10.000371810448721
8.0,8.025890286743644
7.0,7.016978485457248
7.0,7.005824875348638
7.0,7.056481930435342
7.0,7.056481930435342
10.0,10.13796794731994
13.0,12.530016835245881
16.0,15.774342465608932
19.0,18.99301264033773
20.0,19.932209480476924
22.0,22.001872748378965
23.0,22.994045768704353
23.0,23.008189428113866
23.0,23.011392008190278
22.0,21.962659248307485
21.0,20.95581061388798
19.0,18.955467041875
18.0,17.97505203060092
17.0,16.998525152279953
15.0,14.910349866655498
14.0,14.012983223971442
13.0,13.025403886349194
11.0,11.02341044849681
10.0,9.995468324763067
10.0,10.009699484321237
8.0,8.023506565908399
8.0,8.028459073415037
8.0,8.011358336643928
8.0,8.011510273340749
10.0,10.143620749737098
12.0,12.008417853281234
16.0,16.013563887081375
19.0,18.99258287418068
21.0,20.92533297721248
22.0,22.011849823800095
23.0,22.99298614129953
23.0,23.006186716154176
22.0,21.96931873375537
22.0,21.998850968004056
19.0,19.072202679918497
17.0,17.15020792211024
17.0,17.02155641775167
16.0,15.989312670292716
15.0,14.9649366391903
15.0,15.007927511364032
14.0,14.007651935914682
13.0,13.022819741754102
12.0,11.962677374777133
10.0,9.9888453161019
9.0,9.000627937537143
9.0,9.00884059158071
9.0,8.99264842908856
8.0,8.010455344380457
12.0,11.669544248128354
14.0,13.760958790169866
18.0,17.999500330828315
20.0,20.03524538840987
21.0,21.06615538300299
22.0,22.014068029145996
23.0,22.99498885325922
24.0,23.98854185032321
23.0,23.022732709230265
22.0,21.98929977289309
20.0,20.030678603375524
19.0,18.95685684277547
19.0,18.948780657469808
17.0,17.12392252042783
16.0,15.976006579936262
15.0,14.966558870506793
14.0,14.007779282835653
14.0,14.009673756404018
12.0,11.956198020957626
11.0,11.002365390109837
10.0,9.99351870593636
9.0,9.000617999984403
10.0,9.92491151614245
11.0,11.056739061139918
12.0,12.030599497144706
15.0,15.228483135496136
18.0,18.054737152565632
21.0,20.9771751892577
23.0,23.00560622491168
25.0,25.005684758783445
25.0,24.99520974823569
26.0,25.986563769264716
25.0,25.00340297414655
23.0,22.945735571081403
22.0,22.091916815415566
19.0,19.07349074607611
19.0,18.937462619682588
18.0,17.980165193080584
17.0,16.998525152279953
16.0,15.982405782461944
14.0,14.089534779606442
14.0,14.013087863067772
12.0,11.957672583827133
10.0,9.991607781169806
11.0,10.888114362028857
10.0,10.043880502790403
10.0,10.009673570306028
10.0,10.02610974924839
12.0,12.03767256535705
13.0,13.037116024167918
17.0,16.97017041077756
21.0,20.87234401412563
22.0,22.005703961368244
23.0,22.99498885325922
24.0,23.98653913836352
24.0,23.989007963476457
24.0,24.00784407902761
23.0,23.01594059387411
21.0,20.958516348419515
21.0,21.02317824853623
19.0,18.975307645922662
18.0,17.975409250211836
17.0,16.998525152279953
16.0,15.982405782461944
16.0,15.969617361801339
14.0,14.086835258845461
13.0,13.02454588233848
11.0,11.012756971523427
10.0,9.994263932229854
10.0,10.0080124122163
10.0,10.026831448447583
11.0,11.058111568238612
12.0,12.026679104213015
14.0,14.116963428534488
17.0,16.97908110200775
20.0,20.013735053603657
21.0,21.05937064667638
22.0,22.01774807370952
24.0,23.99220259090207
23.0,23.03814264367973
23.0,23.095918102647897
22.0,21.962659248307485
22.0,21.98834104596074
19.0,19.0726154989498
18.0,17.968635055514177
17.0,16.998525152279953
16.0,15.981320285557144
16.0,15.969617361801339
15.0,15.012663482054533
13.0,12.888392258404151
12.0,11.966601930993981
11.0,10.995471316776307
11.0,11.039984159787762
10.0,10.00061014874099
10.0,10.007426156361724
10.0,10.026404795848071
12.0,12.03945190148149
14.0,13.889665095137936
18.0,17.99917151241172
20.0,20.035618940774825
22.0,21.993741908843894
23.0,22.992043056744663
23.0,23.006186716154176
23.0,23.011562574975972
23.0,23.013366644960747
22.0,21.966220449427798
20.0,20.032963271678334
19.0,18.955705897556197
18.0,18.001267133225156
16.0,15.947968825449571
14.0,14.096555819279352
14.0,14.013087863067772
15.4,15.360985169344321
14.6,14.875220705279787
13.9,14.02243172403155
9.0,9.011507341046675
12.5,11.936243111677399
8.0,8.019285241392273
7.0,7.025422090161953
9.0,8.98294446492559
12.0,11.998864488728076
14.0,13.98594541583039
17.0,16.984888664245315
18.0,18.003937399802663
21.0,20.98092966005729
22.0,22.011603315173108
23.0,22.99498885325922
23.0,23.008189428113866
23.0,23.011697155956963
22.0,21.972009982702872
21.0,20.94876888336461
21.0,21.018478903556947
16.0,15.914826788053933
14.0,14.079071361092106
14.0,14.016043767954246
13.0,13.018922292887755
12.0,11.965261519372225
12.0,11.992780560709882
11.0,11.000711641846914
9.0,9.005003387582173
8.0,8.01852187724736
8.0,8.017426289514425
8.0,8.011358336643928
8.0,8.011358336643928
10.0,10.138146856037725
12.0,11.993285976660683
15.0,15.012411681236474
17.0,17.135241597575053
18.0,18.0029104800713
20.0,20.03209722121302
22.0,21.993250587709234
22.0,21.95423402560446
21.0,20.966600402346117
20.0,19.872605595823483
19.0,19.02059805217886
18.0,18.001314705356464
17.0,16.998004777011964
16.0,15.982431485379188
15.0,14.966558870506793
15.0,15.008442633625542
14.0,14.007404630461382
12.0,11.956062128822666
11.0,10.995471316776307
10.0,9.994240405135553
10.0,10.007433822919968
9.0,8.999256602471307
8.0,8.021754227017809
8.0,8.018967463954004
10.0,10.131894291449642
15.0,15.541228254464482
17.0,17.182117670396718
20.0,20.013361501238702
21.0,21.05922756262691
22.0,22.013576708011335
23.0,22.99298614129953
23.0,23.008189428113866
23.0,23.011366386014508
22.0,21.962659248307485
20.0,20.032730269936486
19.0,18.956149627086425
17.0,17.147751141372222
16.0,15.973272657345232
15.0,14.9649366391903
14.0,14.009634094576652
13.0,13.025403886349194
11.0,11.012756971523427
10.0,9.995387582038356
8.0,8.025636686661612
8.0,8.021793802971889
9.0,9.06172759145497
9.7,9.933069817431768
10.5,10.79988383605175
11.0,10.939019553687375
13.0,12.65734974719733
14.0,13.867932068171376
18.0,17.99819706506562
19.0,19.056793550813236
21.0,20.921573265632972
22.0,22.01602118949828
22.0,21.958500772143303
22.0,21.95760934730846
21.0,20.978692903175013
21.0,21.046898309649034
19.0,18.97478452577317
17.0,17.149722944874252
15.0,14.905723150829166
14.0,14.012983223971442
13.0,13.02567761328625
13.4,13.401088133240938
10.0,10.00048359670169
9.0,9.000244815201976
8.0,8.01508895657466
8.0,8.020839940781116
8.0,8.011358336643928
7.0,7.015558596166857
9.0,8.889185639717857
11.0,10.83917817095428
14.0,13.962117460475516
16.0,15.73541952753874
20.0,19.8243025768887
21.0,21.062092520880228
22.0,22.013576708011335
21.8,21.784160481166854
23.1,23.122997754756856
22.0,21.888177688751227
22.0,21.66334675405632
22.0,21.950082893030796
21.0,20.970361821292872
17.8,17.795860552511016
16.1,16.108586720427223
15.5,15.660781208181522
15.0,14.98151737345599
13.0,12.88936840612503
13.6,13.463859888263775
12.9,12.937515607909914
12.3,12.367585526451434
12.0,12.074968319254998
9.0,8.996530326501938
9.0,9.003423340329192
9.0,8.99264842908856
12.1,12.139268016033824
13.0,13.023823145824053
17.0,16.96853184403345
20.0,20.013512179922728
21.0,21.05971888376157
22.0,22.01774807370952
22.0,21.958500772143303
23.0,22.99498885325922
23.0,23.00679188258949
22.0,21.962659248307485
22.0,21.995861125488187
18.0,18.156354715007115
18.2,18.16575501505561
17.0,17.04900820714698
16.0,15.97847084339403
16.0,15.968531864896539
14.0,14.087106193084372
14.0,14.01560083248345
13.3,13.311580055818876
12.6,12.642432419140635
12.7,12.67426338338977
9.0,9.004537607234475
11.3,10.959723241333736
9.0,9.034387533579963
9.0,9.007487520619007
14.0,14.054050626546347
15.0,14.508823665501744
20.0,19.884358150019043
22.0,21.996244979597538
22.0,21.95472534673912
21.0,20.966600402346117
21.0,21.065064818819472
21.0,20.98706952847374
20.0,19.921633487914136
19.0,19.015098348672947
19.0,18.947236558352287
17.0,17.12340214515984
17.0,17.0220175782446
16.0,15.99089341645153
16.0,15.971887310968754
15.0,15.013178604316042
15.0,15.006691947863862
14.0,14.005274756894304
13.0,13.022819741754102
12.0,11.961301394983948
12.0,11.989367108540256
11.0,11.000140719108826
12.0,11.888930179248321
14.0,14.140125100071788
16.0,15.949175827339223
17.0,17.028316749921157
19.0,18.808301852194763
21.0,20.91825015934423
22.0,22.011849823800095
22.0,21.954848314018683
20.0,20.057677774668246
19.0,18.95753150372354
18.0,18.001477861013537
17.0,16.998004777011964
17.0,17.061372934155884
16.0,15.989312670292716
15.0,14.9649366391903
14.0,14.009634094576652
14.0,14.00946420401664
13.0,13.01638012119554
13.0,13.020913511780721
11.0,11.015990957111523
11.0,11.037086087052355
10.0,9.999880782983553
10.0,10.007426156361724
10.0,10.026547905750933
10.0,10.026404795848071
12.0,12.038517844941863
14.0,13.895927869410594
16.0,15.963338894114408
18.0,18.0048857233511
20.0,20.032377036214474
21.0,21.06161454852816
21.0,20.98900833859101
21.0,20.984292364089853
21.0,20.984249246251714
20.0,19.926192973989156
20.0,20.07324418459546
20.0,19.961468752177744
18.0,17.999914781491086
15.0,15.027755110873613
14.0,14.009268410499166
14.0,14.010608269553344
13.0,13.01918045435077
13.0,13.026472999957848
13.0,13.0228970139557
13.0,13.017713721784476
12.0,11.96254469294716
11.0,11.000587651110397
11.0,11.040250956130718
12.0,12.116597858004605
13.0,12.935200738465193
15.0,15.281524404123372
16.0,15.978154706711042
17.0,17.024305186890537
18.0,17.99932547660451
19.0,19.052719977168245
20.0,19.936090277258053
20.0,19.982804838835268
20.0,19.97570255335707
19.0,18.98416813463564
19.0,18.951796044427308
17.0,17.12198746271815
17.0,17.0220175782446
17.0,16.956103758978415
16.0,15.989312670292716
13.0,12.974371651275234
13.0,13.024153163375171
13.0,13.018913781864356
11.0,11.017061437146372
10.0,10.002281655371887
9.0,8.993809619638393
9.0,9.00884059158071
7.0,7.009476851097692
9.0,8.924597892665103
10.0,9.800409511394248
12.0,12.165501041097352
15.0,15.012411681236474
17.0,17.135241597575053
18.0,18.0029104800713
20.0,20.03209722121302
22.0,21.993250587709234
21.0,20.81301171520674
21.0,21.065064818819472
20.0,19.90714484423005
19.0,19.019657834747967
17.0,17.147208492150767
17.0,17.02155641775167
17.0,16.956103758978415
15.0,14.979222032843772
14.0,14.012124681621755
11.0,11.010267061958675
10.0,9.995387582038356
10.0,10.002805410987706
8.0,8.024926832349198
7.0,7.0182905702962985
8.0,7.961725554359778
6.0,5.9986532367713
8.0,7.733180835676055
9.0,8.558839978912173
11.0,11.031925249059523
15.0,15.12658622133404
18.0,18.053088172391142
20.0,20.0417930184327
22.0,21.99942466536711
22.0,21.95988919568877
22.0,21.95965517710629
22.0,21.95965517710629
21.0,20.978692903175013
20.0,19.889341597821748
19.0,19.015589669807607
17.0,17.147722087238893
16.0,15.973498284864903
15.0,14.96516226670997
13.0,12.888392258404151
12.0,11.96592920863157
10.0,9.988091223174585
10.0,10.009767612730574
9.0,9.001567483450433
8.0,8.022842032096733
7.0,7.014398366637181
5.0,4.999668375002186
6.0,5.898925793159547
6.0,5.809018888132549
10.0,10.244485480262936
14.0,13.56970167732086
19.0,19.041727018987785
21.0,20.931650138919828
22.0,22.01802390145797
23.0,22.99498885325922
23.0,23.008189428113866
23.0,23.011435126028417
23.0,23.01287301948295
22.0,21.96671177056246
19.0,19.084606524505826
17.0,17.15089844893033
17.0,17.013734567597847
16.0,15.989538297812386
14.0,14.089760407126112
12.0,11.956867435072336
11.0,10.995206551412437
10.0,9.995042073949776
8.0,8.024801851009586
8.0,8.02202688417964
7.0,7.018854652629007
7.0,7.021029418208697
8.0,8.084596937926547
10.0,9.976134472125596
13.0,13.046162822819461
17.0,16.76661238167392
21.0,20.869906336461106
22.0,22.011386717891458
24.0,23.993042301895734
24.0,23.994770158071532
25.0,25.007820657533504
25.0,24.999214833209482
24.0,23.787270773754404
23.0,23.033753370879825
21.0,20.956449274314313
20.0,20.05523792435059
19.0,19.0150833776806
17.0,17.147374570941825
16.0,15.973272657345232
15.0,14.9649366391903
12.0,11.959687579561756
11.0,11.004280333898352
9.0,8.9974483888094
8.0,8.017865027975137
8.0,8.018004878810757
7.0,7.0164513178540275
8.0,7.961725554359778
10.0,9.96934333513954
12.0,11.993440947152289
15.0,15.011989284970799
19.0,19.01045243716539
23.0,22.97961632073844
25.0,25.005991718002043
25.0,24.99520974823569
26.0,25.986563769264716
26.0,25.97507565188896
26.0,25.98158649497201
23.0,23.093467915973182
21.0,21.10668594198766
19.0,18.94151644890945
18.0,17.97606372700357
16.0,15.948194452969242
15.0,14.97032779237315
14.0,14.008378462720282
12.0,11.957736122153774
10.0,9.999964004870455
9.0,8.99970632290105
7.0,7.014541843409209
7.0,7.006658993156451
6.0,5.989857396192034
7.0,6.98342207896597
10.0,10.062283919612945
13.0,12.56210719329086
17.0,16.75987627973133
20.0,20.018780035695514
23.0,22.979792912232973
24.0,23.990324874490398
25.0,25.007820657533504
26.0,25.986563769264716
25.0,25.002086321890985
